Category,Cause,Site,Month,Year,Severity,Status,Count
Customer,Management,Acton,Jul,2009,Major,Open,10
Customer,Procedure,Acton,Jul,2009,Medium,Closed,8
Spill,Design,Acton,Jul,2009,Near Miss,Open,5
Spill,Training,Acton,Jul,2009,Near Miss,Closed,7
Injury,Material,Acton,Jul,2009,Critical,Closed,9
Injury,Personnel,Acton,Jul,2009,Near Miss,Closed,10
Transport,Personnel,Acton,Jul,2009,Near Miss,Open,12
Transport,Material,Acton,Jul,2009,Major,Closed,9
Equipment,Equipment,Acton,Jul,2009,Near Miss,Closed,9
Equipment,Training,Acton,Jul,2009,Medium,Closed,7
Security,Training,Acton,Jul,2009,Major,Closed,8
Security,Design,Acton,Jul,2009,Major,Closed,11
Divergence,External,Acton,Jul,2009,Critical,Open,13
Divergence,Personnel,Acton,Jul,2009,Critical,Closed,6
Complaint,Material,Acton,Jul,2009,Medium,Open,10
Complaint,Design,Acton,Jul,2009,Critical,Open,5
Customer,Material,Concord,Jul,2009,Major,Open,10
Customer,Equipment,Concord,Jul,2009,Major,Open,8
Spill,Material,Concord,Jul,2009,Medium,Open,15
Spill,Design,Concord,Jul,2009,Major,Closed,10
Injury,Training,Concord,Jul,2009,Medium,Closed,12
Injury,Design,Concord,Jul,2009,Critical,Open,9
Transport,Training,Concord,Jul,2009,Critical,Open,5
Transport,Design,Concord,Jul,2009,Major,Open,6
Equipment,External,Concord,Jul,2009,Major,Closed,11
Equipment,Design,Concord,Jul,2009,Major,Closed,10
Security,Equipment,Concord,Jul,2009,Medium,Open,14
Security,Personnel,Concord,Jul,2009,Medium,Closed,7
Divergence,Equipment,Concord,Jul,2009,Near Miss,Open,8
Divergence,Material,Concord,Jul,2009,Medium,Open,8
Complaint,Design,Concord,Jul,2009,Critical,Open,7
Complaint,External,Concord,Jul,2009,Medium,Open,3
Customer,Design,Hudson,Jul,2009,Near Miss,Open,13
Customer,Procedure,Hudson,Jul,2009,Near Miss,Open,9
Spill,Equipment,Hudson,Jul,2009,Major,Closed,7
Spill,Training,Hudson,Jul,2009,Major,Closed,8
Injury,Training,Hudson,Jul,2009,Major,Closed,8
Injury,Procedure,Hudson,Jul,2009,Major,Open,11
Transport,Management,Hudson,Jul,2009,Near Miss,Closed,5
Transport,Procedure,Hudson,Jul,2009,Near Miss,Closed,7
Equipment,Personnel,Hudson,Jul,2009,Medium,Open,8
Equipment,Training,Hudson,Jul,2009,Near Miss,Closed,5
Security,Design,Hudson,Jul,2009,Medium,Closed,8
Security,Material,Hudson,Jul,2009,Medium,Open,7
Divergence,Personnel,Hudson,Jul,2009,Near Miss,Open,14
Divergence,Material,Hudson,Jul,2009,Major,Closed,6
Complaint,Material,Hudson,Jul,2009,Critical,Closed,7
Complaint,External,Hudson,Jul,2009,Medium,Open,9
Customer,Equipment,Weston,Aug,2009,Near Miss,Closed,10
Customer,Procedure,Weston,Aug,2009,Critical,Closed,15
Spill,External,Weston,Aug,2009,Critical,Open,10
Spill,Procedure,Weston,Aug,2009,Near Miss,Closed,6
Injury,External,Weston,Aug,2009,Critical,Open,2
Injury,Training,Weston,Aug,2009,Critical,Closed,9
Transport,Procedure,Weston,Aug,2009,Near Miss,Closed,8
Transport,Training,Weston,Aug,2009,Medium,Open,11
Equipment,Procedure,Weston,Aug,2009,Near Miss,Closed,10
Equipment,Design,Weston,Aug,2009,Medium,Closed,8
Security,Management,Weston,Aug,2009,Near Miss,Open,13
Security,External,Weston,Aug,2009,Near Miss,Open,7
Divergence,Equipment,Weston,Aug,2009,Major,Closed,7
Divergence,Material,Weston,Aug,2009,Medium,Closed,5
Complaint,Equipment,Weston,Aug,2009,Critical,Closed,6
Complaint,Training,Weston,Aug,2009,Critical,Closed,7
Customer,Design,Bolton,Aug,2009,Medium,Open,6
Customer,Personnel,Bolton,Aug,2009,Medium,Closed,8
Spill,Training,Bolton,Aug,2009,Major,Closed,6
Spill,Personnel,Bolton,Aug,2009,Major,Closed,13
Injury,Material,Bolton,Aug,2009,Critical,Open,8
Injury,Management,Bolton,Aug,2009,Near Miss,Closed,5
Transport,External,Bolton,Aug,2009,Major,Closed,5
Transport,Design,Bolton,Aug,2009,Near Miss,Closed,7
Equipment,Management,Bolton,Aug,2009,Major,Closed,6
Equipment,Training,Bolton,Aug,2009,Critical,Closed,5
Security,Personnel,Bolton,Aug,2009,Major,Closed,10
Security,Design,Bolton,Aug,2009,Major,Closed,7
Divergence,External,Bolton,Aug,2009,Near Miss,Open,5
Divergence,Personnel,Bolton,Aug,2009,Critical,Closed,10
Complaint,Material,Bolton,Aug,2009,Medium,Closed,9
Complaint,Training,Bolton,Aug,2009,Major,Closed,8
Customer,Personnel,Shirley,Aug,2009,Near Miss,Closed,12
Customer,External,Shirley,Aug,2009,Medium,Closed,13
Spill,Procedure,Shirley,Aug,2009,Medium,Open,4
Spill,Design,Shirley,Aug,2009,Medium,Closed,6
Injury,Procedure,Shirley,Aug,2009,Major,Closed,13
Injury,Management,Shirley,Aug,2009,Medium,Closed,5
Transport,External,Shirley,Aug,2009,Major,Closed,7
Transport,Procedure,Shirley,Aug,2009,Critical,Open,8
Equipment,External,Shirley,Aug,2009,Major,Closed,14
Equipment,Management,Shirley,Aug,2009,Near Miss,Closed,6
Security,Management,Shirley,Aug,2009,Major,Closed,8
Security,Personnel,Shirley,Aug,2009,Near Miss,Closed,8
Divergence,Procedure,Shirley,Aug,2009,Near Miss,Closed,10
Divergence,Personnel,Shirley,Aug,2009,Critical,Closed,3
Complaint,Personnel,Shirley,Aug,2009,Critical,Closed,7
Complaint,External,Shirley,Aug,2009,Major,Closed,6
Customer,Training,Lincoln,Aug,2009,Major,Closed,13
Customer,Material,Lincoln,Aug,2009,Major,Open,13
Spill,Equipment,Lincoln,Aug,2009,Medium,Open,9
Spill,Management,Lincoln,Aug,2009,Major,Open,6
Injury,Design,Lincoln,Aug,2009,Major,Closed,10
Injury,Procedure,Lincoln,Aug,2009,Medium,Open,10
Transport,Design,Lincoln,Aug,2009,Critical,Open,9
Transport,Training,Lincoln,Aug,2009,Near Miss,Closed,9
Equipment,Design,Lincoln,Aug,2009,Medium,Closed,8
Equipment,Personnel,Lincoln,Aug,2009,Medium,Open,4
Security,Design,Lincoln,Aug,2009,Major,Closed,13
Security,External,Lincoln,Aug,2009,Medium,Open,11
Divergence,Training,Lincoln,Aug,2009,Critical,Open,7
Divergence,Material,Lincoln,Aug,2009,Major,Closed,9
Complaint,Personnel,Lincoln,Aug,2009,Medium,Closed,6
Complaint,Design,Lincoln,Aug,2009,Near Miss,Open,6
Customer,External,Maynard,Aug,2009,Critical,Closed,5
Customer,Equipment,Maynard,Aug,2009,Medium,Closed,8
Spill,External,Maynard,Aug,2009,Medium,Closed,8
Spill,Design,Maynard,Aug,2009,Critical,Closed,11
Injury,Training,Maynard,Aug,2009,Near Miss,Open,12
Injury,Equipment,Maynard,Aug,2009,Medium,Closed,8
Transport,Management,Maynard,Aug,2009,Medium,Open,4
Transport,Material,Maynard,Aug,2009,Near Miss,Open,8
Equipment,Procedure,Maynard,Aug,2009,Critical,Closed,11
Equipment,Training,Maynard,Aug,2009,Near Miss,Closed,7
Security,Material,Maynard,Aug,2009,Near Miss,Closed,8
Security,Training,Maynard,Aug,2009,Near Miss,Closed,5
Divergence,Procedure,Maynard,Aug,2009,Near Miss,Open,6
Divergence,Design,Maynard,Aug,2009,Major,Closed,9
Complaint,Design,Maynard,Aug,2009,Critical,Closed,8
Complaint,External,Maynard,Aug,2009,Near Miss,Closed,8
Customer,Management,Acton,Aug,2009,Critical,Closed,7
Customer,Equipment,Acton,Aug,2009,Major,Closed,5
Spill,Equipment,Acton,Aug,2009,Major,Closed,10
Spill,Management,Acton,Aug,2009,Near Miss,Open,7
Injury,Equipment,Acton,Aug,2009,Critical,Open,6
Injury,Material,Acton,Aug,2009,Near Miss,Closed,7
Transport,Material,Acton,Aug,2009,Major,Open,8
Transport,Design,Acton,Aug,2009,Critical,Closed,11
Equipment,Equipment,Acton,Aug,2009,Major,Closed,5
Equipment,Management,Acton,Aug,2009,Near Miss,Open,7
Security,Equipment,Acton,Aug,2009,Near Miss,Closed,8
Security,Management,Acton,Aug,2009,Near Miss,Closed,5
Divergence,Procedure,Acton,Aug,2009,Major,Closed,10
Divergence,Equipment,Acton,Aug,2009,Major,Open,5
Complaint,Training,Acton,Aug,2009,Medium,Open,8
Complaint,External,Acton,Aug,2009,Medium,Closed,5
Customer,Equipment,Concord,Aug,2009,Medium,Closed,8
Customer,Design,Concord,Aug,2009,Near Miss,Closed,6
Spill,Training,Concord,Aug,2009,Major,Open,10
Spill,Procedure,Concord,Aug,2009,Critical,Closed,6
Injury,Management,Concord,Aug,2009,Major,Closed,11
Injury,External,Concord,Aug,2009,Major,Closed,11
Transport,External,Concord,Aug,2009,Medium,Open,11
Transport,Equipment,Concord,Aug,2009,Critical,Open,6
Equipment,Equipment,Concord,Aug,2009,Critical,Closed,9
Equipment,External,Concord,Aug,2009,Near Miss,Open,10
Security,Procedure,Concord,Aug,2009,Major,Closed,13
Security,Equipment,Concord,Aug,2009,Medium,Open,10
Divergence,Procedure,Concord,Aug,2009,Medium,Closed,11
Divergence,Equipment,Concord,Aug,2009,Medium,Closed,8
Complaint,Equipment,Concord,Aug,2009,Near Miss,Open,4
Complaint,Training,Concord,Aug,2009,Major,Closed,8
Customer,Training,Hudson,Aug,2009,Critical,Closed,10
Customer,Management,Hudson,Aug,2009,Major,Closed,5
Spill,Personnel,Hudson,Aug,2009,Critical,Closed,4
Spill,Equipment,Hudson,Aug,2009,Near Miss,Closed,8
Injury,Procedure,Hudson,Aug,2009,Major,Closed,12
Injury,Training,Hudson,Aug,2009,Critical,Open,8
Transport,Equipment,Hudson,Aug,2009,Medium,Open,5
Transport,Procedure,Hudson,Aug,2009,Near Miss,Open,7
Equipment,Equipment,Hudson,Aug,2009,Critical,Open,6
Equipment,External,Hudson,Aug,2009,Critical,Closed,8
Security,Procedure,Hudson,Aug,2009,Critical,Open,10
Security,Material,Hudson,Aug,2009,Medium,Open,12
Divergence,Material,Hudson,Aug,2009,Medium,Closed,8
Divergence,Design,Hudson,Aug,2009,Major,Open,2
Complaint,Design,Hudson,Aug,2009,Near Miss,Closed,10
Complaint,External,Hudson,Aug,2009,Major,Closed,9
Customer,External,Weston,Sep,2009,Critical,Closed,11
Customer,Training,Weston,Sep,2009,Near Miss,Closed,10
Spill,External,Weston,Sep,2009,Major,Closed,6
Spill,Design,Weston,Sep,2009,Critical,Open,4
Injury,Training,Weston,Sep,2009,Major,Closed,9
Injury,Procedure,Weston,Sep,2009,Critical,Closed,12
Transport,Procedure,Weston,Sep,2009,Near Miss,Closed,6
Transport,Equipment,Weston,Sep,2009,Medium,Closed,3
Equipment,Training,Weston,Sep,2009,Near Miss,Closed,4
Equipment,Material,Weston,Sep,2009,Major,Open,8
Security,Design,Weston,Sep,2009,Near Miss,Closed,6
Security,Procedure,Weston,Sep,2009,Near Miss,Closed,8
Divergence,External,Weston,Sep,2009,Near Miss,Closed,7
Divergence,Equipment,Weston,Sep,2009,Medium,Closed,10
Complaint,Personnel,Weston,Sep,2009,Near Miss,Closed,16
Complaint,Equipment,Weston,Sep,2009,Near Miss,Open,11
Customer,Material,Bolton,Sep,2009,Medium,Closed,4
Customer,Management,Bolton,Sep,2009,Critical,Closed,7
Spill,External,Bolton,Sep,2009,Medium,Open,8
Spill,Management,Bolton,Sep,2009,Major,Open,9
Injury,External,Bolton,Sep,2009,Major,Open,10
Injury,Personnel,Bolton,Sep,2009,Major,Open,13
Transport,Personnel,Bolton,Sep,2009,Critical,Closed,9
Transport,Equipment,Bolton,Sep,2009,Near Miss,Closed,12
Equipment,Procedure,Bolton,Sep,2009,Critical,Open,9
Equipment,Equipment,Bolton,Sep,2009,Major,Closed,11
Security,Procedure,Bolton,Sep,2009,Major,Closed,6
Security,Material,Bolton,Sep,2009,Critical,Closed,5
Divergence,Procedure,Bolton,Sep,2009,Near Miss,Open,10
Divergence,External,Bolton,Sep,2009,Major,Closed,9
Complaint,Procedure,Bolton,Sep,2009,Near Miss,Closed,3
Complaint,Material,Bolton,Sep,2009,Near Miss,Closed,9
Customer,Personnel,Shirley,Sep,2009,Near Miss,Closed,5
Customer,Procedure,Shirley,Sep,2009,Major,Open,7
Spill,Training,Shirley,Sep,2009,Near Miss,Open,9
Spill,Equipment,Shirley,Sep,2009,Critical,Closed,10
Injury,Procedure,Shirley,Sep,2009,Medium,Closed,7
Injury,External,Shirley,Sep,2009,Major,Closed,10
Transport,Management,Shirley,Sep,2009,Critical,Open,5
Transport,Equipment,Shirley,Sep,2009,Critical,Closed,15
Equipment,Procedure,Shirley,Sep,2009,Critical,Closed,13
Equipment,Design,Shirley,Sep,2009,Near Miss,Closed,4
Security,Design,Shirley,Sep,2009,Major,Open,14
Security,Training,Shirley,Sep,2009,Near Miss,Closed,9
Divergence,Personnel,Shirley,Sep,2009,Critical,Open,7
Divergence,Procedure,Shirley,Sep,2009,Critical,Closed,5
Complaint,Material,Shirley,Sep,2009,Near Miss,Open,9
Complaint,Training,Shirley,Sep,2009,Major,Closed,13
Customer,Training,Lincoln,Sep,2009,Major,Closed,7
Customer,Equipment,Lincoln,Sep,2009,Major,Closed,6
Spill,Equipment,Lincoln,Sep,2009,Critical,Closed,10
Spill,Design,Lincoln,Sep,2009,Medium,Closed,10
Injury,Equipment,Lincoln,Sep,2009,Medium,Closed,8
Injury,Procedure,Lincoln,Sep,2009,Medium,Closed,8
Transport,Equipment,Lincoln,Sep,2009,Near Miss,Closed,7
Transport,Personnel,Lincoln,Sep,2009,Critical,Closed,6
Equipment,Personnel,Lincoln,Sep,2009,Medium,Closed,7
Equipment,Training,Lincoln,Sep,2009,Critical,Closed,7
Security,Equipment,Lincoln,Sep,2009,Near Miss,Open,2
Security,Design,Lincoln,Sep,2009,Near Miss,Closed,5
Divergence,Procedure,Lincoln,Sep,2009,Medium,Closed,12
Divergence,Equipment,Lincoln,Sep,2009,Major,Closed,10
Complaint,Material,Lincoln,Sep,2009,Medium,Closed,6
Complaint,External,Lincoln,Sep,2009,Medium,Open,1
Customer,Material,Maynard,Sep,2009,Near Miss,Open,4
Customer,Design,Maynard,Sep,2009,Near Miss,Open,4
Spill,External,Maynard,Sep,2009,Major,Closed,7
Spill,Procedure,Maynard,Sep,2009,Near Miss,Closed,9
Injury,Personnel,Maynard,Sep,2009,Near Miss,Closed,5
Injury,Procedure,Maynard,Sep,2009,Near Miss,Open,12
Transport,Procedure,Maynard,Sep,2009,Major,Open,5
Transport,Material,Maynard,Sep,2009,Critical,Open,7
Equipment,Training,Maynard,Sep,2009,Critical,Open,11
Equipment,Personnel,Maynard,Sep,2009,Critical,Open,11
Security,Personnel,Maynard,Sep,2009,Near Miss,Closed,9
Security,External,Maynard,Sep,2009,Medium,Closed,6
Divergence,Personnel,Maynard,Sep,2009,Near Miss,Closed,5
Divergence,Design,Maynard,Sep,2009,Major,Closed,11
Complaint,Procedure,Maynard,Sep,2009,Medium,Closed,5
Complaint,Training,Maynard,Sep,2009,Critical,Closed,8
Customer,Training,Acton,Sep,2009,Major,Closed,7
Customer,External,Acton,Sep,2009,Critical,Closed,9
Spill,External,Acton,Sep,2009,Near Miss,Closed,4
Spill,Training,Acton,Sep,2009,Critical,Open,11
Injury,Equipment,Acton,Sep,2009,Medium,Closed,7
Injury,External,Acton,Sep,2009,Near Miss,Closed,10
Transport,Personnel,Acton,Sep,2009,Medium,Open,7
Transport,Training,Acton,Sep,2009,Critical,Closed,4
Equipment,Procedure,Acton,Sep,2009,Major,Open,11
Equipment,Management,Acton,Sep,2009,Major,Closed,3
Security,Material,Acton,Sep,2009,Near Miss,Closed,8
Security,Procedure,Acton,Sep,2009,Near Miss,Open,12
Divergence,Material,Acton,Sep,2009,Critical,Open,9
Divergence,Procedure,Acton,Sep,2009,Medium,Closed,10
Complaint,Training,Acton,Sep,2009,Medium,Closed,5
Complaint,External,Acton,Sep,2009,Near Miss,Closed,10
Customer,Material,Concord,Sep,2009,Medium,Closed,9
Customer,Design,Concord,Sep,2009,Major,Open,7
Spill,Training,Concord,Sep,2009,Medium,Closed,3
Spill,Procedure,Concord,Sep,2009,Near Miss,Open,6
Injury,Equipment,Concord,Sep,2009,Medium,Open,12
Injury,Personnel,Concord,Sep,2009,Major,Closed,12
Transport,Management,Concord,Sep,2009,Medium,Open,8
Transport,Training,Concord,Sep,2009,Near Miss,Open,8
Equipment,Personnel,Concord,Sep,2009,Near Miss,Closed,7
Equipment,Equipment,Concord,Sep,2009,Medium,Open,9
Security,Design,Concord,Sep,2009,Medium,Open,6
Security,Material,Concord,Sep,2009,Critical,Open,8
Divergence,Training,Concord,Sep,2009,Major,Closed,11
Divergence,Management,Concord,Sep,2009,Near Miss,Closed,6
Complaint,Management,Concord,Sep,2009,Major,Open,9
Complaint,External,Concord,Sep,2009,Near Miss,Open,8
Customer,Procedure,Hudson,Sep,2009,Near Miss,Open,13
Customer,Training,Hudson,Sep,2009,Medium,Open,2
Spill,Procedure,Hudson,Sep,2009,Near Miss,Closed,11
Spill,Personnel,Hudson,Sep,2009,Major,Closed,8
Injury,Personnel,Hudson,Sep,2009,Major,Closed,7
Injury,Equipment,Hudson,Sep,2009,Near Miss,Closed,10
Transport,Management,Hudson,Sep,2009,Critical,Closed,14
Transport,Personnel,Hudson,Sep,2009,Major,Open,11
Equipment,Training,Hudson,Sep,2009,Major,Closed,9
Equipment,Procedure,Hudson,Sep,2009,Near Miss,Closed,5
Security,Management,Hudson,Sep,2009,Medium,Open,4
Security,Material,Hudson,Sep,2009,Major,Closed,11
Divergence,Design,Hudson,Sep,2009,Major,Closed,6
Divergence,External,Hudson,Sep,2009,Medium,Closed,6
Complaint,Design,Hudson,Sep,2009,Major,Open,7
Complaint,Equipment,Hudson,Sep,2009,Near Miss,Open,5
Customer,External,Weston,Oct,2009,Medium,Closed,10
Customer,Personnel,Weston,Oct,2009,Near Miss,Open,8
Spill,Management,Weston,Oct,2009,Major,Closed,3
Spill,Procedure,Weston,Oct,2009,Near Miss,Closed,11
Injury,Personnel,Weston,Oct,2009,Medium,Closed,7
Injury,Procedure,Weston,Oct,2009,Medium,Closed,5
Transport,Design,Weston,Oct,2009,Major,Closed,6
Transport,Training,Weston,Oct,2009,Major,Open,7
Equipment,Procedure,Weston,Oct,2009,Critical,Open,4
Equipment,Management,Weston,Oct,2009,Near Miss,Closed,12
Security,Personnel,Weston,Oct,2009,Near Miss,Closed,8
Security,Material,Weston,Oct,2009,Major,Open,8
Divergence,Personnel,Weston,Oct,2009,Major,Closed,11
Divergence,Management,Weston,Oct,2009,Major,Closed,9
Complaint,Equipment,Weston,Oct,2009,Near Miss,Open,8
Complaint,Design,Weston,Oct,2009,Near Miss,Open,11
Customer,Personnel,Bolton,Oct,2009,Near Miss,Closed,8
Customer,Design,Bolton,Oct,2009,Major,Closed,8
Spill,Management,Bolton,Oct,2009,Critical,Open,3
Spill,External,Bolton,Oct,2009,Near Miss,Open,17
Injury,Material,Bolton,Oct,2009,Near Miss,Open,6
Injury,Equipment,Bolton,Oct,2009,Near Miss,Closed,6
Transport,Material,Bolton,Oct,2009,Major,Closed,10
Transport,Procedure,Bolton,Oct,2009,Medium,Closed,6
Equipment,Personnel,Bolton,Oct,2009,Near Miss,Open,7
Equipment,External,Bolton,Oct,2009,Medium,Open,13
Security,External,Bolton,Oct,2009,Medium,Closed,13
Security,Equipment,Bolton,Oct,2009,Major,Closed,8
Divergence,Training,Bolton,Oct,2009,Medium,Closed,6
Divergence,Material,Bolton,Oct,2009,Critical,Open,11
Complaint,Training,Bolton,Oct,2009,Near Miss,Open,8
Complaint,External,Bolton,Oct,2009,Near Miss,Closed,6
Customer,External,Shirley,Oct,2009,Major,Closed,11
Customer,Design,Shirley,Oct,2009,Medium,Open,5
Spill,Equipment,Shirley,Oct,2009,Medium,Closed,7
Spill,Material,Shirley,Oct,2009,Near Miss,Open,11
Injury,Personnel,Shirley,Oct,2009,Major,Closed,4
Injury,Equipment,Shirley,Oct,2009,Critical,Closed,12
Transport,Material,Shirley,Oct,2009,Near Miss,Closed,8
Transport,Management,Shirley,Oct,2009,Critical,Closed,8
Equipment,Equipment,Shirley,Oct,2009,Near Miss,Open,6
Equipment,Management,Shirley,Oct,2009,Critical,Closed,13
Security,Design,Shirley,Oct,2009,Major,Open,9
Security,Personnel,Shirley,Oct,2009,Major,Open,5
Divergence,Training,Shirley,Oct,2009,Major,Closed,8
Divergence,Material,Shirley,Oct,2009,Near Miss,Open,4
Complaint,Training,Shirley,Oct,2009,Critical,Closed,8
Complaint,Equipment,Shirley,Oct,2009,Critical,Open,13
Customer,Equipment,Lincoln,Oct,2009,Critical,Open,12
Customer,Personnel,Lincoln,Oct,2009,Major,Closed,7
Spill,Equipment,Lincoln,Oct,2009,Medium,Open,5
Spill,External,Lincoln,Oct,2009,Near Miss,Closed,7
Injury,Personnel,Lincoln,Oct,2009,Near Miss,Open,8
Injury,Design,Lincoln,Oct,2009,Critical,Closed,12
Transport,Material,Lincoln,Oct,2009,Major,Closed,4
Transport,Training,Lincoln,Oct,2009,Major,Closed,6
Equipment,Management,Lincoln,Oct,2009,Critical,Closed,3
Equipment,External,Lincoln,Oct,2009,Near Miss,Closed,14
Security,Personnel,Lincoln,Oct,2009,Medium,Closed,8
Security,Design,Lincoln,Oct,2009,Medium,Closed,8
Divergence,Design,Lincoln,Oct,2009,Major,Closed,8
Divergence,Training,Lincoln,Oct,2009,Medium,Closed,8
Complaint,Training,Lincoln,Oct,2009,Critical,Closed,8
Complaint,Material,Lincoln,Oct,2009,Near Miss,Open,4
Customer,External,Maynard,Oct,2009,Near Miss,Closed,4
Customer,Management,Maynard,Oct,2009,Critical,Closed,7
Spill,Management,Maynard,Oct,2009,Near Miss,Closed,9
Spill,Personnel,Maynard,Oct,2009,Major,Closed,10
Injury,Material,Maynard,Oct,2009,Near Miss,Closed,5
Injury,Training,Maynard,Oct,2009,Medium,Open,11
Transport,Material,Maynard,Oct,2009,Major,Closed,8
Transport,Equipment,Maynard,Oct,2009,Medium,Closed,12
Equipment,Design,Maynard,Oct,2009,Major,Open,9
Equipment,Procedure,Maynard,Oct,2009,Medium,Closed,4
Security,Training,Maynard,Oct,2009,Critical,Closed,6
Security,Material,Maynard,Oct,2009,Critical,Open,6
Divergence,External,Maynard,Oct,2009,Near Miss,Closed,6
Divergence,Personnel,Maynard,Oct,2009,Critical,Closed,9
Complaint,Training,Maynard,Oct,2009,Near Miss,Closed,10
Complaint,Material,Maynard,Oct,2009,Major,Closed,10
Customer,Personnel,Acton,Oct,2009,Medium,Closed,5
Customer,Procedure,Acton,Oct,2009,Major,Closed,10
Spill,Equipment,Acton,Oct,2009,Major,Open,10
Spill,Management,Acton,Oct,2009,Critical,Closed,6
Injury,Management,Acton,Oct,2009,Critical,Closed,10
Injury,Personnel,Acton,Oct,2009,Near Miss,Open,13
Transport,Equipment,Acton,Oct,2009,Medium,Closed,14
Transport,Design,Acton,Oct,2009,Medium,Closed,8
Equipment,Management,Acton,Oct,2009,Near Miss,Closed,7
Equipment,Personnel,Acton,Oct,2009,Major,Open,7
Security,Training,Acton,Oct,2009,Critical,Open,5
